어휘	구성 단위	품사	전문 분야
군사^노선	구	품사 없음	군사
군사^능력	구	품사 없음	군사
군사^단일제	구	품사 없음	정치
군사^대비^태세	구	품사 없음	군사
군사^대표	구	품사 없음	정치
군사^대표부	구	품사 없음	군사
군사^도발	구	품사 없음	군사
군사^도시	구	품사 없음	건설
군사^독재	구	품사 없음	정치
군사^동맹	구	품사 없음	정치
군사^동원	구	품사 없음	군사
군사^동원령	구	품사 없음	군사
군사^로봇	구	품사 없음	군사
군사^명령	구	품사 없음	군사
군사^모험주의	구	품사 없음	군사
군사^목표주의	구	품사 없음	정치
군사^무용	구	품사 없음	무용
군사^문화	구	품사 없음	군사
군사^물자	구	품사 없음	군사
군사^민주주의	구	품사 없음	역사
군사^법원	구	품사 없음	군사
군사^법원법	구	품사 없음	군사
군사^변환	구	품사 없음	군사
군사^보급^기준	구	품사 없음	군사
군사^보안	구	품사 없음	군사
군사^복무	구	품사 없음	군사
군사^봉쇄	구	품사 없음	군사
군사^부담	구	품사 없음	군사
군사^분계선	구	품사 없음	군사
군사^분계선^연장선	구	품사 없음	군사
군사^블록	구	품사 없음	군사
군사^비밀	구	품사 없음	군사
군사^비밀^조직	구	품사 없음	정치
군사^사양	구	품사 없음	농업
군사^사육	구	품사 없음	농업
군사^사절	구	품사 없음	군사
군사^수단	구	품사 없음	군사
군사^수송	구	품사 없음	군사
군사^스파이	구	품사 없음	군사
군사^시설	구	품사 없음	군사
군사^시설^보호^구역	구	품사 없음	군사
군사^시설^보호법	구	품사 없음	군사
군사^시설물	구	품사 없음	군사
군사^예술	구	품사 없음	군사
군사^요구도	구	품사 없음	군사
군사^요도	구	품사 없음	군사
군사^요충지	구	품사 없음	군사
군사^용어	구	품사 없음	군사
군사^우체국	구	품사 없음	군사
군사^우편	구	품사 없음	군사
군사^우편^저금	구	품사 없음	군사
군사^우편물	구	품사 없음	군사
군사^우편법	구	품사 없음	군사
군사^원조	구	품사 없음	정치
군사^원조^계획	구	품사 없음	군사
군사^원호^사업	구	품사 없음	정치
군사^위생	구	품사 없음	군사
군사^위성	구	품사 없음	군사
군사^위성^통신	구	품사 없음	군사
군사^위원회	구	품사 없음	정치
군사^의학	구	품사 없음	의학
군사^이론	구	품사 없음	군사
군사^자산	구	품사 없음	군사
군사^작전	구	품사 없음	군사
군사^작전^원칙	구	품사 없음	군사
군사^작전권	구	품사 없음	군사
군사^잠재력	구	품사 없음	군사
군사^재판	구	품사 없음	군사
군사^재판	구	품사 없음	군사
군사^재판소	구	품사 없음	군사
군사^재판소	구	품사 없음	군사
군사^전략	구	품사 없음	군사
군사^전략^기획	구	품사 없음	군사
군사^전문가	구	품사 없음	군사
군사^점검	구	품사 없음	군사
군사^점령	구	품사 없음	군사
군사^정권	구	품사 없음	군사
군사^정보	구	품사 없음	군사
군사^정보^통합^처리^체계	구	품사 없음	군사
군사^정보직	구	품사 없음	군사
군사^정부	구	품사 없음	정치
군사^정전^위원회	구	품사 없음	군사
군사^정책	구	품사 없음	군사
군사^정탐	구	품사 없음	군사
군사^제국주의	구	품사 없음	정치
군사^제도	구	품사 없음	정치
군사^조약	구	품사 없음	군사
군사^좌표	구	품사 없음	군사
군사^주권	구	품사 없음	정치
군사^지도	구	품사 없음	군사
군사^지리^정보^체계	구	품사 없음	군사
군사^지리학	구	품사 없음	지리
군사^지역	구	품사 없음	군사
군사^지원^계획^주소록	구	품사 없음	군사
군사^참모^위원회	구	품사 없음	군사
군사^철도	구	품사 없음	군사
군사^첩보	구	품사 없음	군사
군사^쿠데타	구	품사 없음	정치
군사^탐정	구	품사 없음	군사
군사^태세	구	품사 없음	군사
군사^통신^위성	구	품사 없음	군사
군사^통신원	구	품사 없음	군사
군사^통제^구역	구	품사 없음	군사
군사^통치	구	품사 없음	정치
군사^특기	구	품사 없음	군사
군사^평론가	구	품사 없음	군사
군사^표적주의	구	품사 없음	군사
군사^표준	구	품사 없음	군사
군사^필요의^원칙	구	품사 없음	군사
군사^학교	구	품사 없음	군사
군사^행동	구	품사 없음	군사
군사^행정	구	품사 없음	군사
군사^혁명	구	품사 없음	정치
군사^혁명^위원회	구	품사 없음	정치
군사^혁명^위원회	구	품사 없음	역사
군사^혁명^위원회	구	품사 없음	정치
군사^혁신	구	품사 없음	군사
군사^협력	구	품사 없음	군사
군사^협정	구	품사 없음	정치
군사^형법	구	품사 없음	군사
군사^환속	구	품사 없음	역사
군사^훈련	구	품사 없음	군사
군사감-실	어휘	명사	군사
군사규률	어휘	명사	군사
군사기재	어휘	명사	군사
군사깡패	어휘	명사	
군사놀이	어휘	명사	
군사놀이-요	어휘	명사	음악
군사놀이-하다	어휘	동사	
군사놀이춤	어휘	명사	무용
군사놀이하다	어휘	동사	
군사당-주	어휘	명사	역사
군사력^소요	구	품사 없음	군사
군사령관-급	어휘	명사	
군사로보트	어휘	명사	군사
군사로선	어휘	명사	군사
군사를 쓸 줄 아는 장수는 총소리보다 북소리를 먼저 울린다	속담	품사 없음	
군사리론	어휘	명사	군사
군사명부	어휘	명사	군사
군사물영화	어휘	명사	영상
군사봉건적제국주의	어휘	명사	정치
군사부	어휘	명사	
군사부-일체	어휘	명사	
군사쁠럭	어휘	명사	군사
군사사업	어휘	명사	군사
군사삼종경기	어휘	명사	군사
군사설-하다	어휘	동사	
군사수력공학	어휘	명사	군사
군사식^돈사	구	품사 없음	농업
군사용^가부^판정	구	품사 없음	군사
군사용^긴요품	구	품사 없음	군사
군사용^로봇	구	품사 없음	군사
군사우편통신	어휘	명사	군사
군사위원	어휘	명사	군사
군사유희	어휘	명사	
군사장기	어휘	명사	
군사적^공산주의	구	품사 없음	사회 일반
군사적^방조	구	품사 없음	군사
군사적^배경	구	품사 없음	군사
군사적^봉쇄	구	품사 없음	군사
군사적^사회형	구	품사 없음	군사
군사적^억제력	구	품사 없음	군사
군사적^원조	구	품사 없음	군사
군사적^폭력	구	품사 없음	군사
군사주의-자	어휘	명사	
군사주의-적	어휘	관형사·명사	
군사지물	어휘	명사	
군사지형학	어휘	명사	지리
군사침략기지	어휘	명사	군사
군사칭호	어휘	명사	
군사파쑈독재	어휘	명사	정치
군사파쑈정권	어휘	명사	정치
군사파쑈통치	어휘	명사	정치
군사학-계	어휘	명사	
군사학-과	어휘	명사	
군사학-부	어휘	명사	교육
군사학원	어휘	명사	군사
군사형^사회	구	품사 없음	군사
군사화	어휘	명사	
군사화-되다	어휘	동사	
군사화-하다	어휘	동사	
군사화되다	어휘	동사	
군사화하다	어휘	동사	
군산	어휘	명사	
군산	어휘	명사	지명
군산-선	어휘	명사	교통
군산-창	어휘	명사	역사
군산-항	어휘	명사	교통
군산^공동체	구	품사 없음	경제
군산^공업^단지	구	품사 없음	공업
군산^농사^조합	구	품사 없음	역사
군산^무진^금융^주식회사	구	품사 없음	역사
군산^발산리^석등	구	품사 없음	역사
군산^발산리^오층^석탑	구	품사 없음	역사
군산^복합체	구	품사 없음	경제
군산^화력^발전소	구	품사 없음	전기·전자
군살 빼기	구	품사 없음	
군살 빼기	구	품사 없음	
군살을 빼다	관용구	품사 없음	
군삼안가한정	어휘	명사	역사
군상	어휘	명사	
군상	어휘	명사	
군상	어휘	명사	
군상	어휘	명사	미술
군상-화	어휘	명사	미술
군상^개벌	구	품사 없음	임업
군상^갱신	구	품사 없음	임업
군상^모수^작업	구	품사 없음	임업
군상^무육	구	품사 없음	임업
군상^산벌^작업	구	품사 없음	임업
군상^택벌	구	품사 없음	임업
군상^택벌^작업	구	품사 없음	임업
군색	어휘	품사 없음	
군색-스럽다	어휘	형용사	
군색-스럽다	어휘	형용사	
군색-하다	어휘	형용사	
군색-하다	어휘	형용사	
군색-히	어휘	부사	
군색-히	어휘	부사	
군색스레	어휘	부사	
군색스레	어휘	부사	
군생	어휘	명사	
군생	어휘	명사	
군생	어휘	명사	생명
군생-하다	어휘	동사	생명
군생^본능	구	품사 없음	동물
군생^분포	구	품사 없음	생명
군서	어휘	명사	
군서	어휘	명사	
군서	어휘	명사	
군서	어휘	명사	
군서	어휘	명사	생명
군서-치요	어휘	명사	책명
군서-하다	어휘	동사	생명
군서^도서^개발^도상국	구	품사 없음	정치
군석	어휘	명사	광업
군선	어휘	명사	군사
군선-도	어휘	명사	미술
군선도-병	어휘	명사	역사
군선택기	어휘	명사	정보·통신
군섬호-광	어휘	명사	교통
군성	어휘	명사	천문
군성	어휘	명사	천문
군성	어휘	명사	
군성	어휘	명사	
군성	어휘	명사	
군성-거리다	어휘	동사	
군세	어휘	명사	
군세	어휘	명사	
군세	어휘	명사	군사
군세	어휘	명사	
군세^고르기	구	품사 없음	농업
군소	어휘	명사	동물
군소	어휘	명사	
군소	어휘	명사	
군소-국	어휘	명사	
군소-목	어휘	명사	동물
군소-배	어휘	명사	
군소-봉	어휘	명사	
군소^도서^국가^연합	구	품사 없음	지구
군소^정당	구	품사 없음	정치
군소^화면	구	품사 없음	영상
군소리-하다	어휘	동사	
군소리-하다	어휘	동사	
군소리-하다	어휘	동사	
군속	어휘	명사	군사
군속	어휘	명사	
군속	어휘	품사 없음	
군속	어휘	명사	
군속-하다	어휘	형용사	
군손	어휘	명사	
군손질-하다	어휘	동사	
군손질-하다	어휘	동사	
군솟-과	어휘	명사	동물
군수	어휘	명사	
군수	어휘	명사	
군수	어휘	명사	
군수	어휘	명사	군사
군수	어휘	명사	역사
군수	어휘	명사	
군수-과	어휘	명사	군사
군수-관	어휘	명사	군사
군수-국	어휘	명사	군사
군수-로	어휘	명사	군사
군수-물	어휘	명사	군사
군수-미	어휘	명사	
군수-사	어휘	명사	군사
군수-업	어휘	명사	
군수-업체	어휘	명사	
군수-용	어휘	명사	
군수-전	어휘	명사	
군수-처	어휘	명사	군사
군수-통	어휘	명사	
군수-품	어휘	명사	군사
군수^경기	구	품사 없음	경제
군수^공업	구	품사 없음	군사
군수^공업화	구	품사 없음	역사
군수^공장	구	품사 없음	군사
군수^공학	구	품사 없음	군사
군수^관리	구	품사 없음	군사
군수^관리^정보^체계	구	품사 없음	군사
군수^기능	구	품사 없음	군사
군수^기자재	구	품사 없음	군사
군수^기재	구	품사 없음	군사
군수^기지	구	품사 없음	군사
군수^기획	구	품사 없음	군사
군수^목록	구	품사 없음	군사
군수^물자	구	품사 없음	군사
군수^방침^및^절차	구	품사 없음	군사
군수^보급	구	품사 없음	군사
군수^보급^정비	구	품사 없음	군사
군수^보급^지원^시행^약정	구	품사 없음	군사
군수^보급^지원^협정	구	품사 없음	군사
군수^사령부	구	품사 없음	군사
군수^산업	구	품사 없음	군사
군수^산업체	구	품사 없음	군사
군수^생산	구	품사 없음	군사
군수^소요	구	품사 없음	군사
군수^수송	구	품사 없음	군사
군수^예산^사업^부호	구	품사 없음	군사
군수^인플레이션	구	품사 없음	경제
군수^자료	구	품사 없음	군사
군수^자원	구	품사 없음	군사
군수^장교	구	품사 없음	군사
군수^정비	구	품사 없음	군사
군수^제원	구	품사 없음	군사
군수^제원^점검	구	품사 없음	군사
군수^제원철	구	품사 없음	군사
군수^지원	구	품사 없음	군사
군수^지원^구역	구	품사 없음	군사
군수^지원^능력	구	품사 없음	군사
군수^지원^분석	구	품사 없음	군사
군수^지원^분석^기록	구	품사 없음	군사
군수^지원^분석^모형	구	품사 없음	군사
군수^지원^분석^보고서	구	품사 없음	군사
군수^지원^분석^통제^번호	구	품사 없음	군사
군수^지원^활동	구	품사 없음	군사
군수^지원단	구	품사 없음	군사
군수^지원성^분석	구	품사 없음	군사
군수^지원함	구	품사 없음	군사
군수^참모	구	품사 없음	군사
군수^참모	구	품사 없음	군사
군수^참모부	구	품사 없음	군사
군수^참모처	구	품사 없음	군사
군수^창고	구	품사 없음	군사
군수^체계	구	품사 없음	군사
군수^태세^보고서	구	품사 없음	군사
군수^통합^정보^체계	구	품사 없음	군사
군수^판단	구	품사 없음	군사
군수^혁신	구	품사 없음	군사
군수^협력^위원회	구	품사 없음	군사
군수^회사	구	품사 없음	군사
군수^회사법	구	품사 없음	역사
군수리^금동^미륵보살^입상	구	품사 없음	불교
군수리^사지	구	품사 없음	역사
군수리^석조^여래^좌상	구	품사 없음	불교
군수선	어휘	명사	
군수업-계	어휘	명사	
군수업-자	어휘	명사	
군수용^마약류	구	품사 없음	군사
군수작	어휘	명사	
군수작하다	어휘	동사	
군수장	어휘	명사	군사
군수품^관리법	구	품사 없음	군사
군수품^품질^보증^제도	구	품사 없음	군사
군숨스럽다	어휘	형용사	
군습	어휘	명사	
군습-하다	어휘	동사	
군승	어휘	명사	군사
군시럽다	어휘	형용사	
군식	어휘	명사	
군식	어휘	명사	식물
군식솔	어휘	명사	
군신	어휘	명사	
군신	어휘	명사	
군신	어휘	명사	
군신	어휘	명사	
군신	어휘	명사	
군신	어휘	명사	
군신-대의	어휘	명사	
군신-복주	어휘	명사	
군신-분의	어휘	명사	
군신-유의	어휘	명사	
군신복주-하다	어휘	동사	
군신좌사	어휘	명사	한의
군실	어휘	품사 없음	
군실-거리다	어휘	동사	
군실-군실	어휘	부사	
군실-대다	어휘	동사	
군실군실-하다	어휘	동사	
군심	어휘	명사	
군심	어휘	명사	심리
군아	어휘	명사	역사
군아	어휘	명사	역사
군아	어휘	명사	복식
군아침	어휘	명사	
군악	어휘	명사	음악
군악	어휘	명사	음악
군악-기	어휘	명사	음악
군악-대	어휘	명사	
군악-병	어휘	명사	군사
군악-수	어휘	명사	
군악-장	어휘	명사	
군악^장단	구	품사 없음	음악
군악^타령	구	품사 없음	음악
군악단	어휘	명사	
군악대-원	어휘	명사	
군악대-장	어휘	명사	
군악유입^타령	구	품사 없음	문학
군안	어휘	명사	
군액	어휘	명사	
군액	어휘	명사	군사
군액	어휘	명사	군사
군약	어휘	명사	한의
군약-신강	어휘	명사	
군양	어휘	명사	
군양-미	어휘	명사	
군언	어휘	명사	
군여	어휘	명사	역사
군역	어휘	명사	
군역	어휘	명사	역사
군역-포	어휘	명사	역사
군역^제도	구	품사 없음	정치
군영	어휘	명사	
군영	어휘	명사	
군영	어휘	명사	
군영	어휘	명사	
군오	어휘	명사	
군옥	어휘	명사	역사
군옥-산	어휘	명사	문학
군왕	어휘	명사	
군왕	어휘	명사	역사
군왕	어휘	명사	
군왕-대감	어휘	명사	민속
군왕천세-기	어휘	명사	역사
군외^정비	구	품사 없음	군사
군요	어휘	명사	
군욕	어휘	명사	
군욕질-하다	어휘	동사	
군용	어휘	명사	
군용	어휘	명사	
군용	어휘	명사	
군용-견	어휘	명사	
군용-교	어휘	명사	군사
군용-구	어휘	명사	군사
군용-금	어휘	명사	군사
군용-기	어휘	명사	군사
군용-로	어휘	명사	군사
군용-물	어휘	명사	
군용-선	어휘	명사	군사
군용-지	어휘	명사	
군용-차	어휘	명사	군사
군용-표	어휘	명사	군사
군용-품	어휘	명사	
군용^규격	구	품사 없음	군사
군용^극소^전자^기술	구	품사 없음	군사
군용^기구	구	품사 없음	군사
군용^기지	구	품사 없음	군사
군용^도로	구	품사 없음	군사
군용^물자	구	품사 없음	군사
군용^물자^유지^부품	구	품사 없음	군사
군용^버스	구	품사 없음	군사
군용^병원선	구	품사 없음	군사
군용^부교	구	품사 없음	군사
군용^비둘기	구	품사 없음	군사
군용^비행기	구	품사 없음	군사
군용^비행장	구	품사 없음	군사
군용^수송기	구	품사 없음	군사
군용^수표	구	품사 없음	군사
군용^시설^교외^이전^특별^회계	구	품사 없음	군사
군용^시설^이전^사업	구	품사 없음	군사
군용^안장	구	품사 없음	군사
군용^어음	구	품사 없음	군사
군용^열차	구	품사 없음	군사
군용^우주선	구	품사 없음	군사
군용^위성	구	품사 없음	군사
군용^장구	구	품사 없음	군사
군용^재산	구	품사 없음	군사
군용^전기^통신법	구	품사 없음	군사
군용^전신	구	품사 없음	군사
군용^전화	구	품사 없음	군사
군용^지도	구	품사 없음	군사
군용^차량	구	품사 없음	군사
군용^철도	구	품사 없음	군사
군용^철도^수송^사무소	구	품사 없음	군사
군용^컨테이너	구	품사 없음	군사
군용^통신	구	품사 없음	군사
