어휘	구성 단위	품사	전문 분야
소금-밥	어휘	명사	
소금-밥	어휘	명사	
소금-밥	어휘	명사	
소금-밭	어휘	명사	
소금-버캐	어휘	명사	
소금-샘	어휘	명사	수의
소금-열	어휘	명사	의학
소금-장	어휘	명사	
소금-저	어휘	명사	
소금-적	어휘	명사	
소금-절이	어휘	명사	
소금-죽	어휘	명사	
소금-쩍	어휘	명사	
소금-털	어휘	명사	
소금-판	어휘	명사	
소금-편포	어휘	명사	
소금-포	어휘	명사	
소금-하다	어휘	동사	미술
소금-형	어휘	명사	
소금^고갈	구	품사 없음	의학
소금^그릇	구	품사 없음	수학
소금^부종	구	품사 없음	의학
소금^전매소	구	품사 없음	역사
소금^제거식	구	품사 없음	의학
소금^제조업자	구	품사 없음	수산업
소금^중독	구	품사 없음	수의
소금^피부^벗김술	구	품사 없음	의학
소금구이-하다	어휘	동사	
소금구이-하다	어휘	동사	
소금기견딜성	어휘	명사	생명
소금기피해	어휘	명사	
소금당시	어휘	명사	
소금도 곰팡 난다	속담	품사 없음	
소금도 쉴 때가 있다	속담	품사 없음	
소금도 없이 간 내먹다	속담	품사 없음	
소금도 없이 간 내먹다	속담	품사 없음	
소금땅	어휘	명사	
소금무지	어휘	명사	
소금물-가리기	어휘	명사	농업
소금물-고르기	어휘	명사	농업
소금물-욕	어휘	명사	보건 일반
소금물^디머	구	품사 없음	예체능 일반
소금물^부유법	구	품사 없음	생명
소금물^절임	구	품사 없음	식품
소금물^주사	구	품사 없음	식품
소금물가리기-하다	어휘	동사	농업
소금물고르기-하다	어휘	동사	농업
소금바우	어휘	명사	
소금밭-로	어휘	명사	
소금배	어휘	명사	
소금버캐	어휘	명사	
소금부족증	어휘	명사	수의
소금분	어휘	명사	
소금생이	어휘	명사	
소금선	어휘	명사	수의
소금씻기	어휘	명사	농업
소금에 아니 전 놈이 장에 절까	속담	품사 없음	
소금엣-밥	어휘	명사	
소금으로 장을 담근다 해도 곧이듣지 않는다	속담	품사 없음	
소금을 굽다	관용구	품사 없음	
소금을 팔러 나섰더니 비가 온다	속담	품사 없음	
소금이 쉰다	속담	품사 없음	
소금이 쉴 때까지 해보자	속담	품사 없음	
소금이 쉴까	속담	품사 없음	
소금자이	어휘	명사	
소금장사	어휘	명사	
소금장수	어휘	명사	
소금장시	어휘	명사	
소금장이	어휘	명사	동물
소금장이	어휘	명사	동물
소금재	어휘	명사	
소금재이	어휘	명사	
소금재이	어휘	명사	
소금쟁이	어휘	명사	동물
소금쟁이	어휘	명사	동물
소금쟁이	어휘	명사	
소금쟁잇-과	어휘	명사	동물
소금절이-하다	어휘	동사	
소금절임닭알	어휘	명사	
소금쨍이	어휘	명사	
소금챙이	어휘	명사	
소금포	어휘	명사	
소금포	어휘	명사	
소급	어휘	명사	교통
소급	어휘	명사	
소급	어휘	명사	
소급 적용	구	품사 없음	
소급-되다	어휘	동사	
소급-력	어휘	명사	법률
소급-률	어휘	명사	
소급-법	어휘	명사	경영
소급-법	어휘	명사	언어
소급-성	어휘	명사	군사
소급-일	어휘	명사	법률
소급-하다	어휘	동사	
소급-효	어휘	명사	법률
소급^검색	구	품사 없음	정보·통신
소급^계산법	구	품사 없음	경영
소급^과세	구	품사 없음	행정
소급^과세^금지	구	품사 없음	법률
소급^금지^원칙	구	품사 없음	법률
소급^기여금	구	품사 없음	법률
소급^보험	구	품사 없음	경제
소급^보호주의	구	품사 없음	법률
소급^상환^청구	구	품사 없음	법률
소급^서지	구	품사 없음	매체
소급^선언	구	품사 없음	법률
소급^약관	구	품사 없음	경제
소급^요율	구	품사 없음	경제
소급^일자^선하^증권	구	품사 없음	경제
소급^입법	구	품사 없음	법률
소급^입법^개헌	구	품사 없음	법률
소급^제시	구	품사 없음	문학
소급^조사	구	품사 없음	인문 일반
소급^지수	구	품사 없음	경제
소급^처벌의^금지	구	품사 없음	법률
소급^평가	구	품사 없음	경제
소급^화물	구	품사 없음	경제
소급적^보육법	구	품사 없음	교육
소급적^효과	구	품사 없음	법률
소급효^금지의^원칙	구	품사 없음	법률
소긋-하다	어휘	형용사	
소긋-하다	어휘	형용사	
소긋-하다	어휘	형용사	
소기	어휘	명사	
소기	어휘	명사	
소기	어휘	명사	
소기	어휘	명사	역사
소기	어휘	명사	역사
소기	어휘	명사	
소기	어휘	명사	
소기	어휘	명사	불교
소기	어휘	명사	
소기	어휘	명사	
소기	어휘	명사	한의
소기	어휘	명사	언어
소기	어휘	명사	
소기	어휘	명사	화학
소기	어휘	명사	화학
소기	어휘	명사	
소기	어휘	명사	기계
소기	어휘	명사	
소기	어휘	명사	
소기	어휘	명사	
소기	어휘	명사	
소기	어휘	명사	
소기-되다	어휘	동사	기계
소기-되다	어휘	동사	
소기-제	어휘	명사	기계
소기-하다	어휘	동사	기계
소기-하다	어휘	동사	
소기-하다	어휘	동사	
소기^기통	구	품사 없음	기계
소기^리시버	구	품사 없음	교통
소기^송풍기	구	품사 없음	기계
소기^실린더	구	품사 없음	기계
소기^언어	구	품사 없음	언어
소기^작용	구	품사 없음	기계
소기^펌프	구	품사 없음	기계
소기^효율	구	품사 없음	기계
소기뽐프	어휘	명사	기계
소기업-인	어휘	명사	
소기업^기술^이전^프로그램	구	품사 없음	경영
소기업^효과	구	품사 없음	경제
소기효률	어휘	명사	기계
소까락	어휘	명사	
소까락	어휘	명사	
소까지	어휘	명사	
소까지-불	어휘	명사	
소깝	어휘	명사	
소깝-뻬까리	어휘	명사	
소깨	어휘	명사	
소깨	어휘	명사	
소깨이	어휘	명사	
소깨이	어휘	명사	
소깽	어휘	명사	
소깽이	어휘	명사	
소깽이-불	어휘	명사	
소껍-장난	어휘	명사	
소꼬다	어휘	동사	
소꼬리	어휘	명사	동물
소꼬리	어휘	명사	
소꼬리	어휘	명사	
소꼬리-채	어휘	명사	
소꼬불	어휘	명사	
소꼬비	어휘	명사	
소꼴기	어휘	명사	
소꼽	어휘	명사	
소꼽	어휘	명사	
소꼽-놀이	어휘	명사	
소꼽-장	어휘	명사	
소꼽-장난	어휘	명사	
소꼽-장낭	어휘	명사	
소꼽-장냥	어휘	명사	
소꼽-장이	어휘	명사	
소꼽-쟁이	어휘	명사	
소꼽-질	어휘	명사	
소꽤기	어휘	명사	
소꾸다	어휘	동사	
소꾸락	어휘	명사	
소꾸래기	어휘	명사	
소꾸러미	어휘	명사	
소꾸레미	어휘	명사	
소꾸리	어휘	명사	
소꾸리	어휘	명사	
소꾸막-질	어휘	명사	
소꾸베이	어휘	명사	
소꿈-도리	어휘	명사	
소꿈-질	어휘	명사	
소꿈도리-하다	어휘	동사	
소꿉	어휘	명사	
소꿉	어휘	명사	
소꿉-놀이	어휘	명사	
소꿉-동무	어휘	명사	
소꿉-살이	어휘	명사	
소꿉-장난	어휘	명사	
소꿉-장낭	어휘	명사	
소꿉-장냥	어휘	명사	
소꿉-재이	어휘	명사	
소꿉-쟁이	어휘	명사	
소꿉-질	어휘	명사	
소꿉-친구	어휘	명사	
소꿉놀이-하다	어휘	동사	
소꿉놀이불	어휘	명사	
소꿉장난-하다	어휘	동사	
소꿉질-하다	어휘	동사	
소끄다	어휘	동사	
소끼	어휘	명사	
소끼	어휘	명사	
소나	어휘	명사	물리
소나	어휘	명사	
소나	어휘	명사	영상
소나-놈	어휘	명사	
소나-베렝이	어휘	명사	
소나-병	어휘	명사	군사
소나-수나	어휘	부사	
소나-지	어휘	명사	
소나-쿨	어휘	명사	
소나^모멘텀^차트	구	품사 없음	경제
소나^방정식	구	품사 없음	해양
소나^차트	구	품사 없음	경제
소나^탐지	구	품사 없음	군사
소나^탐지	구	품사 없음	군사
소나^핑거	구	품사 없음	해양
소나^항해	구	품사 없음	기계
소나구	어휘	명사	
소나그래프	어휘	명사	전기·전자
소나그램	어휘	명사	전기·전자
소나기	어휘	명사	
소나기	어휘	명사	
소나기	어휘	명사	
소나기	어휘	명사	문학
소나기	어휘	명사	경제
소나기 삼 형제	속담	품사 없음	
소나기 세례	구	품사 없음	
소나기 세례	구	품사 없음	
소나기 종일 오나	속담	품사 없음	
소나기-구름	어휘	명사	지구
소나기-눈	어휘	명사	
소나기-매	어휘	명사	
소나기-밥	어휘	명사	
소나기-술	어휘	명사	
소나기^골	구	품사 없음	체육
소나기^입자	구	품사 없음	공학 일반
소나르	어휘	명사	예체능 일반
소나무 길	구	품사 없음	
소나무 숲	구	품사 없음	
소나무-거미줄잎벌	어휘	명사	동물
소나무-겨우살이	어휘	명사	생명
소나무-광술	어휘	명사	
소나무-문	어휘	명사	공예
소나무-비단벌레	어휘	명사	동물
소나무-자치	어휘	명사	동물
소나무-재선충	어휘	명사	동물
소나무-좀	어휘	명사	동물
소나무-침벌레	어휘	명사	동물
소나무-하늘소	어휘	명사	동물
소나무^고사	구	품사 없음	식물
소나무^꽃가루	구	품사 없음	한의
소나무^엽진병	구	품사 없음	임업
소나무^잎^녹병	구	품사 없음	식물
소나무^잎^녹병	구	품사 없음	임업
소나무^잎^떨림병	구	품사 없음	임업
소나무^혹병	구	품사 없음	식물
소나무가 말라 죽으면 잣나무가 슬퍼한다	속담	품사 없음	
소나무가 무성하면 잣나무도 기뻐한다	속담	품사 없음	
소나무거품벌레	어휘	명사	동물
소나무검정박나비	어휘	명사	동물
소나무깍지벌레	어휘	명사	동물
소나무나무좀	어휘	명사	동물
소나무노랑점-바구미	어휘	명사	동물
소나무명충나비	어휘	명사	동물
소나무밤나비	어휘	명사	동물
소나무뿌리나무좀	어휘	명사	동물
소나무순-명나방	어휘	명사	동물
소나무애기나무좀	어휘	명사	동물
소나무애기벌	어휘	명사	동물
소나무애기좀	어휘	명사	동물
소나무잎말이벌레	어휘	명사	동물
소나무잎벌	어휘	명사	동물
소나무자벌레	어휘	명사	동물
소나무작은나무좀	어휘	명사	동물
소나무재선충-병	어휘	명사	임업
소나무털벌레	어휘	명사	동물
소나뭇-과	어휘	명사	식물
소나의	어휘	명사	
소나의-놈	어휘	명사	
소나의-심방	어휘	명사	
소나이	어휘	명사	
소나타	어휘	명사	음악
소나타^다^카메라	구	품사 없음	예체능 일반
소나타^다^키에사	구	품사 없음	음악
소나타^형식	구	품사 없음	음악
소나티나	어휘	명사	음악
소나티네	어휘	명사	음악
소낙	어휘	명사	
소낙-구름	어휘	명사	지구
소낙-눈	어휘	명사	
소낙-비	어휘	명사	
소낙-성	어휘	명사	지구
소낙비 울음	구	품사 없음	
소낙비-구름	어휘	명사	지구
소낙성^강수	구	품사 없음	지구
소난	어휘	명사	
소남-벌거지	어휘	명사	
소남-풍	어휘	명사	
소납	어휘	명사	
소납	어휘	명사	
소납-하다	어휘	동사	
소낭	어휘	명사	의학
소낭	어휘	명사	동물
소낭	어휘	명사	의학
소낭-또레기	어휘	명사	
소낭-망생이	어휘	명사	
소낭-밧	어휘	명사	
소낭-버렝이	어휘	명사	
소낭-버섯	어휘	명사	
소낭-베렝이	어휘	명사	
소낭-선	어휘	명사	동물
소낭-유	어휘	명사	동물
소낭-초기	어휘	명사	
소낭^농양	구	품사 없음	의학
소낭^시험	구	품사 없음	동물
소낭기	어휘	명사	
소낭성^동맥류	구	품사 없음	의학
소내-변압기	어휘	명사	전기·전자
소내-학생	어휘	명사	역사
소내^공급^설비	구	품사 없음	전기·전자
소내^공생	구	품사 없음	동물
소내^급기^계통	구	품사 없음	전기·전자
소내^단독^운전	구	품사 없음	전기·전자
소내^발전기	구	품사 없음	전기·전자
소내^소비	구	품사 없음	전기·전자
소내^인입	구	품사 없음	전기·전자
소내^전력량	구	품사 없음	전기·전자
소내^전력률	구	품사 없음	전기·전자
소내^전원^절환	구	품사 없음	전기·전자
소내^터빈	구	품사 없음	전기·전자
소내기	어휘	명사	
소내기	어휘	명사	
소내끼	어휘	명사	
소내용^변압기	구	품사 없음	전기·전자
소내장^신경	구	품사 없음	의학
소내포볶음	어휘	명사	
소낵-비	어휘	명사	
소냉기	어휘	명사	
소냬기	어휘	명사	
소네 아라스케	구	품사 없음	인명
소네트	어휘	명사	문학
소넷	어휘	명사	정보·통신
소녀	어휘	명사	
소녀	어휘	대명사	
소녀	어휘	명사	
소녀	어휘	명사	
소녀 가장	구	품사 없음	
소녀 감성	구	품사 없음	
소녀 부대	구	품사 없음	
소녀 팬	구	품사 없음	
소녀 합창단	구	품사 없음	
소녀-단	어휘	명사	
소녀-단	어휘	명사	사회 일반
소녀-물	어휘	명사	
소녀-상	어휘	명사	
소녀-성	어휘	명사	
소녀-스럽다	어휘	형용사	
소녀-적	어휘	관형사·명사	
소녀-취미	어휘	명사	
소녀-티	어휘	명사	
소녀-풍	어휘	명사	
소녀-회	어휘	명사	역사
소녀^문학	구	품사 없음	문학
소녀^소설	구	품사 없음	문학
소녀^어깨	구	품사 없음	체육
소녀^우애^조합	구	품사 없음	역사
소녀^잡지	구	품사 없음	매체
소녀^효과	구	품사 없음	교육
소녀자	어휘	명사	역사
소년	어휘	명사	
소년	어휘	명사	
소년	어휘	명사	법률
소년	어휘	명사	문학
소년 가장	구	품사 없음	
소년 소녀 합창단	구	품사 없음	
소년 팬	구	품사 없음	
소년 합창단	구	품사 없음	
소년-감전	어휘	명사	역사
소년-고생	어휘	명사	
소년-공	어휘	명사	
소년-군	어휘	명사	군사
소년-기	어휘	명사	
소년-단	어휘	명사	
소년-단	어휘	명사	사회 일반
소년-단	어휘	명사	역사
소년-당상	어휘	명사	
소년-당상	어휘	명사	
소년-등과	어휘	명사	
소년-물	어휘	명사	
소년-배	어휘	명사	
소년-범	어휘	명사	법률
소년-법	어휘	명사	법률
소년-부	어휘	명사	법률
소년-부	어휘	명사	법률
소년-상	어휘	명사	
소년-서성	어휘	명사	역사
소년-성	어휘	명사	
소년-수	어휘	명사	법률
소년-원	어휘	명사	법률
소년-지	어휘	명사	
소년-층	어휘	명사	
소년-티	어휘	명사	
소년^교도소	구	품사 없음	법률
소년^근로자	구	품사 없음	법률
소년^노동	구	품사 없음	법률
소년^문학	구	품사 없음	문학
소년^범죄	구	품사 없음	법률
소년^법원	구	품사 없음	법률
소년^보호^사건	구	품사 없음	법률
소년^보호^송치	구	품사 없음	법률
소년^보호^처분	구	품사 없음	법률
소년^분류^심사원	구	품사 없음	법률
소년^비행	구	품사 없음	법률
소년^사건	구	품사 없음	법률
소년^세계	구	품사 없음	매체
소년^소녀^가장	구	품사 없음	사회 일반
소년^소녀^가장^가구^수	구	품사 없음	사회 일반
소년^소녀^가정	구	품사 없음	행정
소년^소녀^가정^전세^임대	구	품사 없음	복지
소년^소설	구	품사 없음	문학
소년^수형자	구	품사 없음	법률
소년^십자군	구	품사 없음	가톨릭
소년^씨름	구	품사 없음	체육
소년^애국단	구	품사 없음	역사
소년^야구	구	품사 없음	체육
소년^운동^협회	구	품사 없음	역사
소년^잡지	구	품사 없음	매체
소년^중기	구	품사 없음	사회 일반
소년^체전	구	품사 없음	체육
소년^한반도	구	품사 없음	매체
소년^형무소	구	품사 없음	법률
소년^형사^사건	구	품사 없음	법률
소년^형사범	구	품사 없음	법률
소년^황제	구	품사 없음	인명
소년^후기	구	품사 없음	사회 일반
소년고생은 사서 하랬다	속담	품사 없음	
소년궁	어휘	명사	교육
소년궁전	어휘	명사	교육
소년련	어휘	명사	
소년로동	어휘	명사	사회 일반
소년부^송치	구	품사 없음	법률
소년원-법	어휘	명사	법률
소년원-생	어휘	명사	
소년의 노래	구	품사 없음	음악
소년의 마술 피리에 의한 열두 개의 가곡	구	품사 없음	음악
소년의 마을	구	품사 없음	지명
소년의^거리	구	품사 없음	지명
소년의^위기	구	품사 없음	사회 일반
소년의^춘유색	구	품사 없음	미술
소년중대	어휘	명사	
소년회관	어휘	명사	사회 일반
소념	어휘	명사	
소녕	어휘	명사	역사
소녜	어휘	명사	
소노	어휘	명사	역사
소노-부	어휘	명사	역사
소노그람	어휘	명사	예체능 일반
소노그래프	어휘	명사	물리
소노그램	어휘	명사	예체능 일반
소노리티	어휘	명사	언어
소노마	어휘	명사	정보·통신
소노미터	어휘	명사	음악
소노복스	어휘	명사	음악
소노부이	어휘	명사	해양
소노시트	어휘	명사	음악
소노티크	어휘	명사	음악
소놀음-굿	어휘	명사	민속
소놀이-굿	어휘	명사	민속
소놀이-굿	어휘	명사	민속
소농	어휘	명사	
소농-민	어휘	명사	
소농^보호^정책	구	품사 없음	사회 일반
소농경리	어휘	명사	경제
소농구-비	어휘	명사	농업
소농민-적	어휘	관형사·명사	
소농민경리	어휘	명사	농업
소뇌	어휘	명사	역사
소뇌	어휘	명사	의학
소뇌	어휘	명사	화학
소뇌-각	어휘	명사	의학
소뇌-겸	어휘	명사	의학
소뇌-곡	어휘	명사	의학
소뇌-구	어휘	명사	의학
소뇌-낫	어휘	명사	의학
소뇌-염	어휘	명사	의학
소뇌-와	어휘	명사	의학
소뇌-증	어휘	명사	의학
소뇌-천막	어휘	명사	의학
소뇌-핵	어휘	명사	의학
소뇌-혀	어휘	명사	의학
소뇌-회	어휘	명사	의학
소뇌^갈고리^다발	구	품사 없음	의학
소뇌^걸음	구	품사 없음	의학
소뇌^겉질	구	품사 없음	의학
소뇌^계곡	구	품사 없음	의학
소뇌^교각	구	품사 없음	의학
소뇌^교각^종양	구	품사 없음	의학
소뇌^교뇌	구	품사 없음	의학
소뇌^교뇌각	구	품사 없음	의학
소뇌^나무	구	품사 없음	의학
소뇌^다리	구	품사 없음	의학
소뇌^다리뇌	구	품사 없음	의학
소뇌^다리뇌각	구	품사 없음	의학
소뇌^다리뇌각^종양	구	품사 없음	의학
소뇌^다리핵	구	품사 없음	의학
소뇌^동맥	구	품사 없음	의학
소뇌^뒤엽	구	품사 없음	의학
소뇌^말투	구	품사 없음	의학
소뇌^몸통	구	품사 없음	의학
소뇌^반구	구	품사 없음	의학
소뇌^벌레	구	품사 없음	의학
소뇌^보행	구	품사 없음	의학
소뇌^소설	구	품사 없음	의학
소뇌^숨뇌^수조	구	품사 없음	의학
소뇌^숨뇌^수조^정맥	구	품사 없음	의학
소뇌^실조	구	품사 없음	의학
소뇌^실조증	구	품사 없음	의학
소뇌^앞엽	구	품사 없음	의학
소뇌^연수조	구	품사 없음	의학
소뇌^올리브^섬유	구	품사 없음	의학
소뇌^우묵	구	품사 없음	의학
소뇌^위축	구	품사 없음	의학
소뇌^이랑	구	품사 없음	의학
소뇌^제일열	구	품사 없음	의학
소뇌^조화^운동^못함증	구	품사 없음	의학
소뇌^조화^운동^불능	구	품사 없음	의학
소뇌^중심^앞^정맥	구	품사 없음	의학
소뇌^증후군	구	품사 없음	의학
소뇌^탈출	구	품사 없음	의학
소뇌^틈새	구	품사 없음	의학
소뇌^편도	구	품사 없음	의학
소뇌^편도^가지	구	품사 없음	의학
소뇌^피질	구	품사 없음	의학
소뇌^후엽	구	품사 없음	의학
소뇌성^보행	구	품사 없음	의학
소뇌성^운동^마비	구	품사 없음	의학
소뇌성^운동^실조	구	품사 없음	의학
소뇌성^운동^실조증	구	품사 없음	의학
소뇌장애증후	어휘	명사	의학
소뇌혀^뒤^틈새	구	품사 없음	의학
소뇌회-증	어휘	명사	의학
소눈^모양^황반^병증	구	품사 없음	의학
소눈벌레병	어휘	명사	수의
소는 길러 산으로 보내고 사람은 길러 도회지로 보내라	속담	품사 없음	
소는 내 눈으로 보았어도 양은 아직 못 보았다는 격	속담	품사 없음	
소는 농가의 조상	속담	품사 없음	
소는 몰고 말은 끈다	속담	품사 없음	
소는 몰아야 가고 말은 끌어야 간다	속담	품사 없음	
소는 소 힘만큼 새는 새 힘만큼	속담	품사 없음	
소니	어휘	명사	
소닉 랜드스케이프 제삼 번	구	품사 없음	음악
소닉 컨투어스	구	품사 없음	음악
소닉^방법	구	품사 없음	건설
소닉^붐	구	품사 없음	물리
소닉^비주얼라이저	구	품사 없음	음악
소닉^신스	구	품사 없음	예체능 일반
소닉^아트	구	품사 없음	전기·전자
소닉^유스	구	품사 없음	인명
소닉^진동	구	품사 없음	기계
소닉^체임버	구	품사 없음	물리
소닉^탐사	구	품사 없음	건설
소님	어휘	명사	
소님-마마	어휘	명사	
소님-치기	어휘	명사	
소님-터	어휘	명사	
소다	어휘	동사	
소다	어휘	동사	
소다	어휘	명사	
소다	어휘	동사	
소다	어휘	형용사	
소다-법	어휘	명사	공업
소다-빵	어휘	명사	
소다-수	어휘	명사	화학
소다-액	어휘	명사	
소다-유	어휘	명사	공예
소다-크래커	어휘	명사	
소다-파운틴	어휘	명사	
소다-파운틴	어휘	명사	
소다-호	어휘	명사	지구
소다-회	어휘	명사	화학
소다^공업	구	품사 없음	공업
소다^라임	구	품사 없음	화학
소다^부하	구	품사 없음	체육
소다^불석	구	품사 없음	광업
소다^비누	구	품사 없음	화학
소다^비석	구	품사 없음	광업
소다^석회	구	품사 없음	화학
소다^석회^소결법	구	품사 없음	공업
소다^석회^유리	구	품사 없음	화학
소다^유리	구	품사 없음	화학
소다^장석	구	품사 없음	광업
소다^초석	구	품사 없음	광업
소다^펄프	구	품사 없음	화학
소다^합제	구	품사 없음	농업
소다당께	어휘	명사	
소다디다	어휘	동사	
소다물	어휘	명사	화학
소단	어휘	명사	
소단	어휘	명사	
소단	어휘	명사	공학 일반
소단^배수구	구	품사 없음	공학 일반
소단^상^객토^식수^공법	구	품사 없음	임업
소단^제거	구	품사 없음	지리
소단고기국	어휘	명사	
소단상^새^흙^식수^공법	구	품사 없음	임업
소단위^백신	구	품사 없음	보건 일반
소단위^완결형^사업^방식	구	품사 없음	산업 일반
소단위^토지	구	품사 없음	지리
소달	어휘	품사 없음	
소달-하다	어휘	형용사	
소달깃-날	어휘	명사	민속
소달나-태자	어휘	명사	불교
소담	어휘	품사 없음	
소담	어휘	품사 없음	
소담	어휘	명사	한의
